"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4940","0","91.7","39.2","1.2","197"
"","Haryana","6156","0","99.8","64.6","-1.8","315"
"","Rajasthan","9549","0","211.4","72.7","2.3","271"
"","Delhi","3333","0","57.8","45.2","0.6","304"
"","UP","12771","0","250.2","75.8","0.4","787"
"","Uttarakhand","1539","0","25.6","13.3","-3.1","151"
"","HP","1102","110","20.1","18.9","-3.6","37"
"","J&K","2028","507","32.2","32.8","-4.6","289"
"","Chandigarh","184","0","3.4","3.5","-0.1","17"
"WR","Chhattisgarh","3144","0","72.5","7.2","0.0","155"
"","Gujarat","13297","0","279.7","91.3","-2.4","439"
"","MP","9996","0","215.5","137.9","-3.1","303"
"","Maharashtra","20321","0","403.8","138.2","0.6","564"
"","Goa","525","0","8.6","8.4","-0.3","1"
"","DD","296","0","6.6","6.5","0.1","42"
"","DNH","723","0","16.5","16.7","-0.2","18"
"","Essar steel","472","0","9.3","9.9","-0.6","129"
"SR","Andhra Pradesh","7000","0","148.3","3.4","1.0","533"
"","Telangana","8137","0","156.8","66.4","1.4","575"
"","Karnataka","9341","0","199.1","69.0","3.5","600"
"","Kerala","3304","0","63.5","54.7","2.1","202"
"","Tamil Nadu","13408","0","283.3","153.6","1.9","568"
"","Pondy","319","0","6.4","6.6","-0.2","22"
"ER","Bihar","3685","200","62.8","58.8","-1.7","425"
"","DVC","2658","0","61.0","-30.6","-1.4","325"
"","Jharkhand","1127","0","24.1","16.3","1.7","185"
"","Odisha","3852","0","67.4","23.0","0.6","365"
"","West Bengal","6108","0","101.4","23.9","1.0","398"
"","Sikkim","120","0","2.1","1.6","0.6","25"
"NER","Arunachal Pradesh","119","3","1.7","1.8","-0.1","15"
"","Assam","1381","14","22.0","16.9","1.3","162"
"","Manipur","139","6","2.2","2.4","-0.2","22"
"","Meghalaya","297","0","4.9","4.3","-0.2","4"
"","Mizoram","86","1","1.5","1.3","0.2","19"
"","Nagaland","107","4","1.8","1.7","0.0","9"
"","Tripura","206","0","3.3","1.8","-0.5","25"
