"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5338","0","102.7","34.5","0.4","202","0.0"
"","Haryana","6789","117","125.8","60.4","0.3","157","0.1"
"","Rajasthan","11211","0","208.9","75.3","3.2","342","1.9"
"","Delhi","3723","0","65.9","53.1","-0.5","186","0.0"
"","UP","14027","90","292.6","91.7","1.3","331","0.0"
"","Uttarakhand","1947","0","35.6","22.6","-0.8","142","0.0"
"","HP","1492","0","27.0","21.2","0.4","127","0.0"
"","J&K","2101","525","43.1","40.2","-2.0","63","10.2"
"","Chandigarh","207","0","3.5","3.6","-0.2","11","0.0"
"WR","Chhattisgarh","3285","0","72.2","4.2","0.1","161","0.0"
"","Gujarat","14759","0","305.1","69.1","-1.9","308","0.0"
"","MP","12097","0","229.7","143.6","-1.9","400","0.0"
"","Maharashtra","20261","0","412.1","119.4","-0.3","363","0.0"
"","Goa","433","0","9.2","9.1","-0.5","4","0.0"
"","DD","295","0","6.4","6.1","0.3","48","0.0"
"","DNH","748","0","17.5","16.3","1.2","99","0.0"
"","Essar steel","505","0","10.1","9.2","0.9","200","0.0"
"SR","Andhra Pradesh","7827","0","160.7","59.0","2.1","420","0.0"
"","Telangana","8508","0","167.5","74.2","-1.4","357","0.0"
"","Karnataka","9814","0","203.1","82.8","4.2","401","0.1"
"","Kerala","3537","0","67.2","49.0","1.4","300","0.0"
"","Tamil Nadu","13890","0","288.2","141.6","8.7","508","0.1"
"","Pondy","336","0","6.5","6.9","-0.4","38","0.0"
"ER","Bihar","3820","0","64.0","58.2","-1.0","60","0.0"
"","DVC","2892","0","68.2","-36.1","-1.2","200","0.0"
"","Jharkhand","1099","0","24.4","13.8","1.0","90","0.0"
"","Odisha","3798","0","66.7","28.4","2.2","350","0.0"
"","West Bengal","6186","0","101.7","17.4","1.4","520","0.0"
"","Sikkim","92","0","1.4","1.7","-0.3","10","0.0"
"NER","Arunachal Pradesh","129","0","2.1","1.8","0.3","23","0.0"
"","Assam","1428","2","22.6","17.1","2.3","141","0.4"
"","Manipur","166","6","2.4","2.7","-0.3","28","0.0"
"","Meghalaya","308","2","6.4","3.4","-0.1","47","0.0"
"","Mizoram","90","1","1.6","1.1","0.1","2","0.0"
"","Nagaland","120","3","2.3","1.8","0.1","31","0.0"
"","Tripura","218","1","4.3","1.3","1.1","37","0.0"
