"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.20","5.82","6.02","73.25","20.73"
"SR GRID","0.00","0.00","0.20","5.82","6.02","73.25","B. Frequency Profile (%)20.73"
