"","NR","WR","SR","ER","NER"
"Schedule(MU)","126.5","-118.4","47.6","-60.5","7.0"
"Actual(MU)","134.3","-125.5","41.5","-59.3","9.3"
"O/D/U/D(MU)","7.8","-7.1","-6.1","1.3","2.3"
