"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 2000 hrs; from RLDCs)","43515","42754","36364","19679","2657","144969"
"Peak Shortage (MW)","2701","0","0","0","203","2904"
"Energy Met (MU)","961","989","851","423","52","3275"
"Hydro Gen (MU)","278","96","137","131","22","664"
"Wind Gen (MU)","32","68","64","----------","----------","164"
"Solar Gen (MU)*","27.86","16.2","44.22","1.85","0.04","90"
"Energy Shortage (MU)","14.7","0.0","0.0","0.0","1.4","16.1"
"Maximum Demand Met during the day (MW) & time (from NLDC SCADA)","47047","43424","38368","20624","2655","148061"
"","21:09","19:36","09:13","20:51","19:14","21:00"
