"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8016","0","180.6","93.5","-1.8","235"
"","Haryana","7457","0","145.2","107.6","-1.9","239"
"","Rajasthan","9069","0","198.1","58.7","0.3","249"
"","Delhi","4943","0","102.7","84.0","-0.9","120"
"","UP","13318","4135","303.1","147.5","4.1","439"
"","Uttarakhand","1894","0","39.5","16.8","1.6","189"
"","HP","1198","0","24.1","10.4","-0.2","104"
"","J&K","1835","459","35.8","20.7","1.8","216"
"","Chandigarh","246","0","5.2","5.4","0.3","20"
"WR","Chhattisgarh","3221","22","76.9","28.4","0.6","514"
"","Gujarat","11187","0","247.9","36.8","-2.4","506"
"","MP","7472","0","155.8","93.1","-1.2","669"
"","Maharashtra","15936","21","339.5","64.2","-3.5","1221"
"","Goa","377","0","7.9","7.5","-0.2","43"
"","DD","259","0","5.3","5.1","0.2","69"
"","DNH","684","0","15.5","15.5","0.0","46"
"","Essar steel","210","0","4.3","4.3","0.0","83"
"SR","Andhra Pradesh","6081","0","134.0","11.5","5.5","428"
"","Telangana","6182","0","134.5","90.1","-2.8","850"
"","Karnataka","7018","800","154.0","25.0","3.7","543"
"","Kerala","3327","0","62.4","39.7","2.5","276"
"","Tamil Nadu","13272","0","295.7","92.7","3.5","464"
"","Pondy","327","0","6.9","6.6","0.4","50"
"ER","Bihar","3251","0","70.0","68.6","1.4","372"
"","DVC","2498","0","59.9","-20.6","-0.7","160"
"","Jharkhand","1045","0","22.9","12.6","0.2","100"
"","Odisha","3236","0","62.1","15.8","0.2","260"
"","West Bengal","6925","0","144.9","51.9","-2.3","170"
"","Sikkim","76","0","1.1","0.8","0.2","45"
"NER","Arunachal Pradesh","102","4","2.0","1.9","0.1","60"
"","Assam","1175","302","25.8","17.6","2.4","236"
"","Manipur","130","2","1.9","2.1","-0.2","36"
"","Meghalaya","254","1","4.0","1.0","-0.8","94"
"","Mizoram","74","5","1.2","1.3","-0.2","14"
"","Nagaland","102","3","1.7","1.7","0.0","15"
"","Tripura","223","7","3.7","1.8","-0.1","42"
