"","NR","WR","SR","ER","NER"
"Schedule(MU)","54.0","-48.7","47.9","-61.6","8.5"
"Actual(MU)","36.8","-36.3","48.2","-61.1","11.5"
"O/D/U/D(MU)","-17.2","12.4","0.3","0.5","3.0"
