"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4777","0","96.4","57.7","1.6","317"
"","Haryana","4867","0","101.9","54.1","-1.3","340"
"","Rajasthan","7374","0","160.4","78.7","-1.4","239"
"","Delhi","3515","0","63.4","45.2","-2.0","243"
"","UP","9117","2000","204.9","74.8","-3.1","418"
"","Uttarakhand","1537","75","29.2","17.6","1.5","174"
"","HP","1270","0","23.7","11.8","3.2","261"
"","J&K","1694","100","34.6","22.5","3.5","314"
"","Chandigarh","188","0","3.4","3.5","-0.1","17"
"WR","Chhattisgarh","2730","21","55.1","15.1","-2.6","258"
"","Gujarat","11178","81","247.3","53.0","-0.6","421"
"","MP","7832","35","169.6","104.2","-6.0","64"
"","Maharashtra","16731","578","361.6","131.5","4.8","480"
"","Goa","411","12","8.3","7.6","0.4","30"
"","DD","252","1","5.9","6.1","-0.2","35"
"","DNH","648","3","15.1","14.8","0.3","37"
"","Essar steel","314","1","5.5","5.5","0.1","51"
"SR","Andhra Pradesh","10296","0","222.5","73.6","0.6","296"
"","Karnataka","7270","400","143.8","22.2","-0.3","181"
"","Kerala","3239","100","59.6","23.9","2.0","264"
"","Tamil Nadu","10839","1971","240.3","68.5","1.1","298"
"","Pondy","298","40","6.3","6.1","0.2","40"
"ER","Bihar","2139","0","39.5","39.8","-0.3","190"
"","DVC","2567","0","55.6","-21.9","-0.8","200"
"","Jharkhand","956","0","20.0","13.1","-2.1","50"
"","Odisha","3352","0","61.8","4.2","-3.6","100"
"","West Bengal","6463","0","114.4","19.9","3.9","220"
"","Sikkim","91","0","1.7","1.9","-0.2","10"
"NER","Arunachal Pradesh","94","4","1.2","1.0","0.2","57"
"","Assam","1110","65","19.5","11.2","3.4","129"
"","Manipur","116","4","1.3","1.6","-0.2","38"
"","Meghalaya","256","5","4.2","2.1","-0.2","67"
"","Mizoram","61","2","1.2","0.8","0.1","30"
"","Nagaland","90","5","1.3","0.9","0.2","32"
"","Tripura","194","11","3.3","0.4","0.3","58"
