"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","3935","0","83.5","54.4","0.4","255"
"","Haryana","5821","0","110.0","76.8","0.1","685"
"","Rajasthan","9098","0","200.5","55.9","1.5","349"
"","Delhi","3236","0","62.3","50.6","1.5","287"
"","UP","11619","435","255.4","117.5","4.8","592"
"","Uttarakhand","1759","0","33.2","21.4","1.8","263"
"","HP","1350","0","24.9","16.4","0.5","127"
"","J&K","1986","497","35.3","26.9","-4.1","258"
"","Chandigarh","176","0","3.3","3.2","0.3","24"
"WR","Chhattisgarh","2947","96","72.6","27.0","-3.0","476"
"","Gujarat","13663","0","300.5","65.7","1.6","281"
"","MP","7938","0","170.0","106.0","-1.5","213"
"","Maharashtra","19363","0","425.1","129.8","-1.5","572"
"","Goa","450","0","9.2","7.7","0.9","94"
"","DD","311","0","6.9","6.2","0.6","72"
"","DNH","728","0","15.6","16.7","-1.1","38"
"","Essar steel","545","0","11.2","11.5","-0.3","211"
"SR","Andhra Pradesh","7075","0","158.8","20.1","2.2","470"
"","Telangana","6493","0","149.0","88.2","0.8","191"
"","Karnataka","9009","1500","197.7","58.4","3.7","579"
"","Kerala","3734","0","75.0","49.6","2.3","202"
"","Tamil Nadu","14183","0","316.1","149.0","2.0","468"
"","Pondy","333","0","7.1","7.5","-0.4","8"
"ER","Bihar","3189","200","61.8","62.0","-0.2","0"
"","DVC","2572","0","62.6","-27.6","0.5","0"
"","Jharkhand","960","0","22.0","10.2","1.7","0"
"","Odisha","3909","0","74.1","23.5","2.1","0"
"","West Bengal","6349","0","140.2","44.3","-0.4","0"
"","Sikkim","111","0","1.4","1.7","-0.3","0"
"NER","Arunachal Pradesh","107","0","2.0","1.5","0.5","50"
"","Assam","1293","90","23.3","15.0","4.0","264"
"","Manipur","125","1","1.9","2.0","-0.1","28"
"","Meghalaya","302","0","4.3","4.0","-0.5","85"
"","Mizoram","79","3","1.4","0.9","0.4","38"
"","Nagaland","91","0","1.9","1.5","0.4","26"
"","Tripura","336","0","4.8","2.9","0.1","62"
