"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.1","4.7","9.9","4.8","92.2","3.0"
"SR GRID","0.0","0.0","0.0","2.2","0.0","90.8","9.2"
