"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4991","0","92.5","40.0","1.5","208"
"","Haryana","5627","0","110.0","36.0","3.6","640"
"","Rajasthan","9064","0","185.3","83.1","-1.7","163"
"","Delhi","3381","0","60.8","40.1","1.6","315"
"","UP","9375","1780","210.3","74.1","-5.4","299"
"","Uttarakhand","1611","75","31.2","19.4","1.4","154"
"","HP","1368","8","25.5","19.2","1.4","141"
"","J&K","1908","100","39.0","30.1","2.7","328"
"","Chandigarh","209","0","3.7","3.2","0.5","70"
"WR","Chhattisgarh","2885","15","61.9","9.3","-3.8","299"
"","Gujarat","11156","34","241.2","48.3","-3.2","541"
"","MP","9825","30","202.2","121.5","-3.1","416"
"","Maharashtra","16972","630","353.2","112.3","0.2","468"
"","Goa","394","1","7.4","7.1","0.1","32"
"","DD","242","1","5.4","5.6","-0.2","25"
"","DNH","598","2","14.2","14.0","0.2","32"
"","Essar steel","331","1","6.9","7.8","-0.9","42"
"SR","Andhra Pradesh","10944","0","246.2","95.7","4.1","477"
"","Karnataka","7431","1300","163.3","26.6","3.3","507"
"","Kerala","3280","75","58.5","34.7","2.6","225"
"","Tamil Nadu","11379","1357","246.8","71.8","0.6","360"
"","Pondy","307","0","5.8","6.2","-0.4","14"
"ER","Bihar","2102","250","35.7","32.3","0.6","160"
"","DVC","2453","0","54.8","-14.9","0.3","240"
"","Jharkhand","1046","0","21.4","10.8","-0.4","30"
"","Odisha","3472","0","61.8","9.7","0.6","230"
"","West Bengal","6165","0","96.1","12.3","5.6","480"
"","Sikkim","108","0","1.7","1.2","0.5","27"
"NER","Arunachal Pradesh","115","10","1.5","1.1","0.4","56"
"","Assam","940","190","17.0","10.3","2.6","241"
"","Manipur","113","8","1.5","1.5","0.0","54"
"","Meghalaya","299","11","4.8","2.8","-0.3","61"
"","Mizoram","66","3","1.2","0.9","0.1","23"
"","Nagaland","94","6","1.5","1.3","0.0","30"
"","Tripura","175","14","3.6","-0.1","1.2","57"
