"","NR","WR","SR","ER","NER"
"Schedule(MU)","80.2","-57.2","43.9","-75.6","7.1"
"Actual(MU)","88.7","-79.6","43.6","-66.6","11.0"
"O/D/U/D(MU)","8.5","-22.4","-0.3","9.0","3.9"
