"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","139.3","-126.0","54.1","-66.4","-1.4","-0.4"
"Actual(MU)","138.2","-140.2","63.2","-61.9","-2.5","-3.2"
"O/D/U/D(MU)","-1.1","-14.2","9.1","4.6","-1.1","-2.7"
