"","NR","WR","SR","ER","NER"
"Schedule(MU)","127.0","-83.1","36.2","-81.9","2.1"
"Actual(MU)","111.8","-87.8","35.9","-64.7","3.0"
"O/D/U/D(MU)","-15.2","-4.7","-0.3","17.2","0.9"
