"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8437","400","188.4","122.9","-1.5","89"
"","Haryana","7830","0","176.7","113.1","-2.4","162"
"","Rajasthan","6946","315","151.2","61.6","2.5","285"
"","Delhi","5338","0","110.3","83.8","-2.6","382"
"","UP","9933","1460","218.1","114.7","-4.0","187"
"","Uttarakhand","1650","215","32.2","19.7","1.2","150"
"","HP","1196","0","25.6","2.6","-0.8","70"
"","J&K","1271","100","30.4","17.5","-0.9","129"
"","Chandigarh","341","0","6.3","6.1","0.2","60"
"WR","Chhattisgarh","2558","12","58.4","22.9","-0.8","236"
"","Gujarat","10621","62","236.9","60.7","-3.4","281"
"","MP","5299","17","102.3","42.7","-1.8","60"
"","Maharashtra","14919","138","327.1","98.3","0.4","384"
"","Goa","328","36","7.1","6.2","0.4","50"
"","DD","245","1","5.8","5.6","0.3","61"
"","DNH","607","2","14.5","14.4","0.0","36"
"SR","Andhra Pradesh","9872","2500","228.9","76.1","4.7","345"
"","Karnataka","7235","600","150.4","18.8","1.4","352"
"","Kerala","2894","0","52.3","27.3","2.6","222"
"","Tamil Nadu","11248","581","255.7","76.9","-3.5","289"
"","Pondy","313","0","6.4","7.1","-0.6","21"
"ER","Bihar","2085","200","41.5","44.1","-2.6","190"
"","DVC","2410","300","56.0","-13.1","0.5","200"
"","Jharkhand","816","0","19.7","15.5","-2.1","0"
"","Odisha","3235","200","68.4","16.7","-0.8","350"
"","West Bengal","6745","27","126.1","39.8","-0.6","250"
"","Sikkim","71","0","1.0","3.0","-1.9","8"
"NER","Arunachal Pradesh","84","2","1.2","1.5","-0.3","18"
"","Assam","1134","20","22.1","14.0","2.7","256"
"","Manipur","117","1","1.7","2.2","-0.5","9"
"","Meghalaya","259","4","4.7","0.4","-0.2","114"
"","Mizoram","53","4","1.0","1.3","-0.3","1"
"","Nagaland","94","3","1.6","1.3","0.0","16"
"","Tripura","213","1","3.0","1.6","-0.3","48"
