"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5373","0","96.1","38.0","-1.0","155"
"","Haryana","5687","614","119.3","60.8","-2.3","454"
"","Rajasthan","9652","0","203.7","90.0","-0.8","129"
"","Delhi","4161","0","75.1","50.2","-3.4","252"
"","UP","9747","3835","235.0","87.1","0.0","370"
"","Uttarakhand","1863","45","34.4","25.8","1.6","249"
"","HP","1397","20","26.1","20.7","1.0","131"
"","J&K","1959","346","41.6","34.6","2.2","457"
"","Chandigarh","252","0","4.3","3.9","0.3","56"
"WR","Chhattisgarh","3150","183","69.5","15.2","1.1","187"
"","Gujarat","12152","81","259.0","34.0","-2.2","577"
"","MP","9716","0","192.2","108.8","-0.8","1212"
"","Maharashtra","18000","58","366.2","99.4","-2.5","829"
"","Goa","402","0","7.6","6.6","0.2","138"
"","DD","265","0","5.8","5.8","0.0","76"
"","DNH","649","0","15.0","15.1","0.2","242"
"","Essar steel","367","0","7.2","7.0","0.2","174"
"SR","Andhra Pradesh","5770","300","129.3","20.1","2.4","355"
"","Telangana","6162","0","130.5","73.9","2.4","438"
"","Karnataka","8804","400","175.6","25.0","1.7","300"
"","Kerala","3217","125","59.2","44.8","2.4","245"
"","Tamil Nadu","10886","1947","236.3","76.7","1.8","433"
"","Pondy","291","0","5.5","5.7","-0.2","32"
"ER","Bihar","2619","300","53.7","52.0","-1.7","380"
"","DVC","2300","0","52.0","-21.5","-0.5","210"
"","Jharkhand","1067","0","22.9","10.9","0.0","180"
"","Odisha","3460","100","62.7","23.5","1.5","270"
"","West Bengal","6259","10","107.0","16.0","1.8","320"
"","Sikkim","98","0","1.6","1.2","0.4","31"
"NER","Arunachal Pradesh","113","4","1.8","1.2","0.6","56"
"","Assam","1066","192","19.6","12.1","2.8","165"
"","Manipur","127","7","2.0","2.1","-0.1","19"
"","Meghalaya","367","0","5.5","3.6","-0.5","53"
"","Mizoram","79","2","1.2","0.9","0.3","23"
"","Nagaland","109","4","2.2","1.3","0.3","26"
"","Tripura","155","46","2.6","-1.1","1.4","25"
