"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.00","1.96","1.96","53.58","44.47"
"SR GRID","0.00","0.00","0.00","1.96","1.96","53.58","B. Frequency Profile (%)44.47"
