"Share of RES in total generation (%)","7.19","6.30","18.27","0.22","0.07","8.35"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","25.24","10.51","31.07","5.95","16.77","18.11"
