"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6073","0","125.9","25.5","0.2","252","0.0"
"","Haryana","6126","120","129.2","69.4","1.7","188","2.0"
"","Rajasthan","10513","0","205.4","60.6","2.5","487","0.0"
"","Delhi","3298","0","62.8","54.7","0.1","229","0.0"
"","UP","13722","0","282.6","98.5","0.0","819","0.0"
"","Uttarakhand","1845","0","34.6","23.2","2.2","244","0.0"
"","HP","1494","0","25.7","19.7","1.2","254","0.0"
"","J&K","2152","538","43.9","38.7","-0.4","235","10.4"
"","Chandigarh","186","0","3.1","2.8","0.3","23","0.0"
"WR","Chhattisgarh","3711","0","81.9","34.0","-1.8","60","0.0"
"","Gujarat","14285","0","317.3","145.2","3.8","271","0.0"
"","MP","9292","0","188.1","91.4","-0.9","349","0.0"
"","Maharashtra","21259","0","458.6","143.4","1.8","429","0.0"
"","Goa","567","0","10.1","9.6","0.6","71","0.0"
"","DD","340","0","7.6","6.6","1.0","63","0.0"
"","DNH","768","0","17.8","17.0","0.7","61","0.0"
"","Essar steel","457","0","9.8","10.2","-0.4","179","0.0"
"SR","Andhra Pradesh","8769","0","173.8","39.3","-2.0","556","0.3"
"","Telangana","10043","0","218.9","108.3","-1.1","376","0.4"
"","Karnataka","10391","0","227.3","85.1","-2.1","604","0.4"
"","Kerala","3809","0","77.4","50.5","1.3","288","0.2"
"","Tamil Nadu","14782","0","320.0","166.8","-2.0","494","0.6"
"","Pondy","346","0","7.2","7.6","-0.4","24","0.0"
"ER","Bihar","4251","0","70.4","66.0","-0.7","342","0.0"
"","DVC","2745","0","65.2","-48.9","-2.0","302","0.0"
"","Jharkhand","1125","0","24.1","14.1","0.2","105","0.0"
"","Odisha","4073","0","77.7","33.1","0.4","345","0.0"
"","West Bengal","7806","0","137.1","24.8","0.9","385","0.0"
"","Sikkim","104","0","1.6","1.4","0.2","20","0.0"
"NER","Arunachal Pradesh","92","12","2.0","1.8","0.1","59","0.1"
"","Assam","1365","65","22.7","18.7","1.3","146","0.6"
"","Manipur","150","2","2.3","2.3","-0.1","22","0.0"
"","Meghalaya","320","3","5.1","3.3","-0.1","57","0.0"
"","Mizoram","83","2","1.4","1.2","0.2","34","0.0"
"","Nagaland","124","3","1.9","1.7","0.0","40","0.0"
"","Tripura","235","4","3.6","3.2","-0.1","26","0.0"
