"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","43574","34218","34391","16146","2003","130332"
"Peak Shortage (MW)","2127","563","313","0","302","3305"
"Energy Met (MU)","1006","777","810","327","41","2961"
"Hydro Gen(MU)","377","52","90","72","18","608"
"Wind Gen(MU)","4","90","74","----------","----------","168"
