"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","1.34","6.54","7.88","52.18","43.19"
"SR GRID","0.00","0.00","1.34","6.54","7.88","52.18","43.19"
