"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0","0.8","11.6","20.1","12.4","87.4","0.3"
"SR GRID","0","0.0","12.6","43.4","12.6","86.2","1.3"
