"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.1","2.2","0.1","93.3","6.6"
"SR GRID","0.0","0.0","0.1","0.9","0.1","80.4","19.4"
