"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","117.2","-130.6","63.3","-55.0","2.0","-3.1"
"Actual(MU)","149.7","-152.5","67.4","-58.2","-6.0","0.4"
"O/D/U/D(MU)","32.5","-21.9","4.1","-3.2","-8.0","3.5"
