"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","551","1188","609","381","4","2734"
"Hydro","318","54","113","125","31","643"
"Nuclear","23","27","19","0","0","69"
"Gas, Naptha & Diesel","26","54","22","0","22","124"
"RES (Wind, Solar, Biomass & Others)","80","97","130","1","0","307"
"Total","998","1421","894","508","57","3878"
