"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4799","75","100.9","50.7","0.0","111"
"","Haryana","5083","0","92.0","65.1","-2.2","277"
"","Rajasthan","7311","0","160.6","32.9","1.7","432"
"","Delhi","2724","0","56.4","47.6","-4.0","48"
"","UP","11767","1765","249.8","114.8","-3.2","312"
"","Uttarakhand","1528","75","31.1","20.5","1.1","184"
"","HP","1273","8","24.4","12.4","0.8","124"
"","J&K","1563","100","30.9","22.5","-4.4","0"
"","Chandigarh","163","0","2.9","3.3","-0.4","12"
"WR","Chhattisgarh","3376","51","78.6","23.5","-1.2","169"
"","Gujarat","12298","32","276.5","49.0","-0.5","260"
"","MP","7271","5","154.9","71.7","1.0","251"
"","Maharashtra","18879","42","411.4","130.6","4.3","938"
"","Goa","421","0","9.1","8.0","0.3","148"
"","DD","277","0","6.2","6.4","-0.1","8"
"","DNH","660","0","15.2","15.3","-0.1","26"
"","Essar steel","481","0","10.9","10.8","0.1","15"
"SR","Andhra Pradesh","11931","1500","267.4","93.2","2.8","462"
"","Karnataka","8908","400","185.9","35.4","1.0","380"
"","Kerala","2858","0","59.6","31.1","1.8","247"
"","Tamil Nadu","11577","1238","263.9","99.5","0.7","528"
"","Pondy","344","0","7.3","7.1","0.2","47"
"ER","Bihar","2461","350","46.0","43.2","1.1","180"
"","DVC","2370","240","51.4","-10.4","-0.6","320"
"","Jharkhand","832","0","20.2","9.4","-0.4","110"
"","Odisha","3696","0","74.3","19.0","-1.5","220"
"","West Bengal","7006","68","151.9","54.5","-0.8","190"
"","Sikkim","90","0","1.2","1.3","-0.2","18"
"NER","Arunachal Pradesh","90","10","1.3","1.5","-0.2","18"
"","Assam","1092","152","19.7","13.1","3.1","172"
"","Manipur","109","6","1.6","1.7","-0.1","17"
"","Meghalaya","272","8","4.1","3.5","-0.2","74"
"","Mizoram","74","1","1.1","1.1","-0.3","14"
"","Nagaland","102","3","1.4","1.6","-0.5","45"
"","Tripura","231","0","2.4","1.1","-0.7","39"
