"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.8","1.3","0.8","63.6","35.6"
"SR GRID","0.3","0.1","0.1","1.8","0.6","86.3","13.2"
