"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.2","1.1","3.3","1.3","93.5","5.2"
"SR GRID","0.2","0.6","3.1","10.3","4.0","91.6","4.4"
