"","NR","WR","SR","ER","NER"
"Schedule(MU)","112.3","-101.2","46.3","-58.9","1.4"
"Actual(MU)","102.8","-102.9","51.6","-54.0","2.9"
"O/D/U/D(MU)","-9.5","-1.7","5.3","4.9","1.5"
