"","NR","WR","SR","ER","NER"
"Schedule(MU)","131.1","-84.7","38.2","-90.4","5.1"
"Actual(MU)","125.1","-92.8","38.4","-75.1","5.1"
"O/D/U/D(MU)","-6.0","-8.1","0.2","15.4","0.0"
