"","NR","WR","SR","ER","NER"
"Schedule(MU)","114.6","-99.6","32.2","-60.7","5.6"
"Actual(MU)","115.8","-102.9","30.6","-51.5","6.4"
"O/D/U/D(MU)","1.2","-3.3","-1.6","9.1","0.8"
