"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","1.00","12.90","13.90","51.00","35.10"
"SR GRID","0.00","0.00","1.00","12.90","13.90","51.00","B. Frequency Profile (%)35.10"
