"","NR","WR","SR","ER","NER"
"Schedule(MU)","106.8","-118.0","38.5","-26.6","6.1"
"Actual(MU)","108.8","-129.1","39.1","-27.5","9.1"
"O/D/U/D(MU)","2.0","-11.1","0.6","-0.9","3.0"
