"Share of RES in total generation (%)","9.42","7.26","18.98","0.38","0.07","9.40"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","34.34","11.78","37.35","10.07","23.89","22.55"
