"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 2000 hrs; from RLDCs)","45135","43933","37458","18648","2471","147644"
"Peak Shortage (MW)","475","64","15","0","76","630"
"Energy Met (MU)","963","1062","829","380","45","3280"
"Hydro Gen(MU)","307","20","14","65","13","419"
"Wind Gen(MU)","15","145","147","----------","----------","307"
"Solar Gen (MU)*","0.45","11.60","26.60","1.32","0.03","40"
"Energy Shortage (MU)","8.2","0.0","0.0","0.1","0.8","9.1"
"Maximum Demand Met during the day (MW) (from NLDC SCADA)","48181","47676","38295","18984","2564","151353"
