"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5376","0","101.6","30.5","-4.3","177","0.0"
"","Haryana","6416","0","117.8","64.1","-0.7","267","0.7"
"","Rajasthan","11107","0","199.5","69.2","5.3","670","2.7"
"","Delhi","3432","0","61.6","46.7","0.4","219","0.0"
"","UP","12712","0","268.2","86.6","1.1","828","0.5"
"","Uttarakhand","1886","0","34.6","17.7","1.3","192","0.3"
"","HP","1479","0","26.4","19.1","1.5","355","0.0"
"","J&K","2021","505","42.4","36.0","1.8","173","10.0"
"","Chandigarh","189","0","3.2","3.4","-0.2","17","0.0"
"WR","Chhattisgarh","3230","141","67.3","1.8","0.0","234","0.7"
"","Gujarat","13925","0","304.1","93.0","1.6","377","0.0"
"","MP","11971","0","234.3","160.0","0.8","491","0.0"
"","Maharashtra","20713","0","424.7","156.9","3.7","421","0.0"
"","Goa","404","0","9.5","8.9","0.1","21","0.0"
"","DD","321","0","7.3","6.2","1.0","93","0.0"
"","DNH","739","0","17.1","15.9","1.2","100","0.0"
"","Essar steel","500","0","10.1","10.5","-0.4","198","0.0"
"SR","Andhra Pradesh","7921","0","162.9","57.6","1.0","365","0.0"
"","Telangana","6925","0","145.5","60.7","-4.0","468","0.0"
"","Karnataka","9535","0","202.1","93.9","2.5","493","0.0"
"","Kerala","3602","0","68.3","54.0","1.0","204","0.0"
"","Tamil Nadu","13169","0","267.1","148.3","-2.2","520","0.0"
"","Pondy","325","0","6.4","7.0","-0.6","25","0.0"
"ER","Bihar","3567","0","60.6","56.0","-1.4","225","0.0"
"","DVC","2847","0","66.7","-36.5","-0.6","220","0.0"
"","Jharkhand","1004","0","22.9","15.7","-0.1","50","0.0"
"","Odisha","3722","0","71.8","28.6","7.1","250","0.0"
"","West Bengal","5960","0","102.4","19.9","4.5","235","0.0"
"","Sikkim","100","0","1.5","1.6","-0.1","10","0.0"
"NER","Arunachal Pradesh","122","2","2.2","1.9","0.4","3","0.0"
"","Assam","1433","32","23.4","18.5","1.4","68","0.4"
"","Manipur","174","2","2.5","2.7","-0.1","20","0.0"
"","Meghalaya","326","0","6.2","3.1","0.1","74","0.0"
"","Mizoram","89","2","1.5","1.3","0.1","21","0.0"
"","Nagaland","110","2","2.1","1.5","0.1","18","0.0"
"","Tripura","210","8","3.4","1.7","0.1","7","0.0"
