"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","3.44","10.32","24.57","38.34","46.83","14.83"
"SR GRID","0.00","8.00","10.30","41.20","59.50","30.50","B. Frequency Profile (%)10.00"
