"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","6510","0","145.1","62.2","-0.1","108"
"","Haryana","7457","0","149.9","88.5","-0.4","238"
"","Rajasthan","9145","0","199.8","58.5","-0.1","275"
"","Delhi","4295","0","91.1","76.2","-0.9","150"
"","UP","11744","5015","269.4","122.3","1.5","542"
"","Uttarakhand","1777","0","34.4","16.6","1.4","143"
"","HP","1304","0","25.0","14.1","1.0","132"
"","J&K","1943","486","37.2","25.9","2.1","295"
"","Chandigarh","236","0","4.6","4.6","0.3","25"
"WR","Chhattisgarh","3607","189","85.2","32.9","4.1","369"
"","Gujarat","14173","10","315.7","61.3","-0.9","506"
"","MP","9060","0","210.9","108.5","0.1","288"
"","Maharashtra","19731","538","429.2","117.0","-0.5","1764"
"","Goa","420","0","8.7","7.9","0.2","91"
"","DD","310","0","6.7","6.7","0.0","35"
"","DNH","705","0","16.3","16.3","0.0","48"
"","Essar steel","181","0","3.4","3.4","0.1","98"
"SR","Andhra Pradesh","6321","0","141.3","23.4","4.2","1092"
"","Telangana","6660","5","147.7","101.1","-1.8","334"
"","Karnataka","6573","1300","140.1","26.3","4.6","492"
"","Kerala","3256","201","61.1","36.4","1.4","356"
"","Tamil Nadu","12239","359","253.2","114.3","-0.8","682"
"","Pondy","305","0","6.2","6.3","-0.2","32"
"ER","Bihar","3458","150","69.3","68.8","-1.8","301"
"","DVC","2497","80","57.7","-11.5","-0.8","92"
"","Jharkhand","1045","0","23.4","11.1","-0.5","86"
"","Odisha","3567","0","70.7","17.7","1.0","283"
"","West Bengal","7553","14","151.5","57.9","-0.3","154"
"","Sikkim","95","0","1.2","0.8","0.3","38"
"NER","Arunachal Pradesh","98","3","1.8","1.8","0.0","36"
"","Assam","1310","140","24.3","17.7","1.3","189"
"","Manipur","142","3","1.9","2.0","-0.1","31"
"","Meghalaya","300","2","4.4","2.2","-0.9","79"
"","Mizoram","75","0","1.2","1.2","-0.1","12"
"","Nagaland","117","3","1.6","1.6","0.0","37"
"","Tripura","223","1","3.3","0.6","1.0","54"
