"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","34806","36580","32638","14655","1825","120504"
"Peak Shortage (MW)","2024","208","2196","284","215","4927"
"Energy Met (MU)","734","816","752","288","32","2622"
"Hydro Gen(MU)","81","49","83","16","4","233"
"Wind Gen(MU)","4","29","37","----------","----------","70"
