"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.71","4.06","4.77","59.81","35.42"
"SR GRID","0.00","0.00","0.71","4.06","4.77","59.81","B. Frequency Profile (%)35.42"
