"","NR","WR","SR","ER","NER"
"Schedule(MU)","103.2","-53.9","47.0","-102.9","6.9"
"Actual(MU)","99.2","-48.4","44.4","-98.5","3.9"
"O/D/U/D(MU)","-4.0","5.5","-2.6","4.4","-3.0"
