"","NR","WR","SR","ER","NER"
"Schedule(MU)","86.9","-100.7","52.5","-38.2","-1.7"
"Actual(MU)","113.0","-123.5","49.6","-35.8","-2.0"
"O/D/U/D(MU)","26.1","-22.8","-2.9","2.4","-0.3"
