"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7101","0","163.2","75.5","1.3","252"
"","Haryana","7361","0","150.8","99.8","3.4","395"
"","Rajasthan","9327","0","201.8","49.6","2.8","538"
"","Delhi","5376","32","110.9","91.7","0.9","264"
"","UP","14026","2290","323.7","143.2","5.6","705"
"","Uttarakhand","1875","75","39.3","21.6","1.0","167"
"","HP","1239","0","25.2","6.7","2.0","302"
"","J&K","2137","534","46.9","16.0","6.0","509"
"","Chandigarh","314","0","5.7","5.7","0.3","38"
"WR","Chhattisgarh","3385","0","78.6","25.8","4.1","399"
"","Gujarat","14542","0","320.0","80.5","4.3","468"
"","MP","7822","0","171.2","109.2","-0.5","597"
"","Maharashtra","19918","0","443.8","135.0","5.2","774"
"","Goa","450","0","10.0","8.1","1.3","104"
"","DD","301","0","6.6","6.3","0.3","54"
"","DNH","742","0","16.9","17.0","0.0","30"
"","Essar steel","518","0","10.8","11.3","-0.4","117"
"SR","Andhra Pradesh","7021","0","155.3","39.6","3.3","617"
"","Telangana","5935","0","132.5","69.9","0.5","312"
"","Karnataka","8084","0","174.1","59.0","0.9","526"
"","Kerala","3274","0","61.6","50.4","0.9","174"
"","Tamil Nadu","10613","0","224.0","103.7","-2.5","1219"
"","Pondy","291","0","5.1","6.0","-0.8","60"
"ER","Bihar","3461","250","66.3","60.7","2.0","210"
"","DVC","2695","0","61.9","-36.5","1.4","150"
"","Jharkhand","913","0","18.7","12.1","1.0","130"
"","Odisha","3725","0","79.3","24.1","-0.2","120"
"","West Bengal","7728","12","143.0","43.0","-0.4","220"
"","Sikkim","78","0","1.2","1.8","-0.6","40"
"NER","Arunachal Pradesh","93","2","1.3","2.4","-1.1","10"
"","Assam","1155","282","16.9","15.5","-2.9","120"
"","Manipur","126","4","1.7","2.0","-0.3","31"
"","Meghalaya","212","0","3.5","1.6","0.0","93"
"","Mizoram","79","1","1.3","1.3","-0.1","12"
"","Nagaland","98","2","1.4","2.0","-0.7","1"
"","Tripura","234","1","3.8","3.1","0.6","58"
