"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.74","9.42","10.16","49.20","40.64"
"SR GRID","0.00","0.00","0.74","9.42","10.16","49.20","B. Frequency Profile (%)40.64"
