"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","584","1098","471","398","5","2556"
"Hydro","301","22","73","86","27","508"
"Nuclear","30","30","46","0","0","106"
"Gas, Naptha & Diesel","33","48","12","0","23","116"
"RES (Wind, Solar, Biomass & Others)","79","197","256","1","0","532"
"Total","1027","1395","858","485","54","3819"
