"","NR","WR","SR","ER","NER","All India"
"Coal","563","1193","477","446","15","2693"
"Lignite","22","14","44","0","0","79"
"Hydro","340","32","42","117","29","560"
"Nuclear","27","31","60","0","0","119"
"Gas, Naptha & Diesel","26","82","11","0","29","147"
"RES (Wind, Solar, Biomass & Others)","46","45","248","2","0","341"
"Total","1025","1396","881","564","72","3939"
