"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","212.8","-228.5","57.5","-50.3","10.5","2.1"
"Actual(MU)","212.3","-248.6","56.0","-31.4","10.9","-0.7"
"O/D/U/D(MU)","-0.5","-20.1","-1.4","18.9","0.4","-2.7"
