"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 1900 hrs; from RLDCs)","44599","44996","36707","20444","2553","149299"
"Peak Shortage (MW)","488","0","0","0","189","677"
"Energy Met (MU)","924","996","766","412","45","3143"
"Hydro Gen (MU)","157","58","137","93","11","457"
"Wind Gen (MU)","8","39","20","----------","----------","68"
"Solar Gen (MU)*","29.67","16.3","49.37","1.92","0.03","97"
"Energy Shortage (MU)","14.6","0.0","0.0","0.0","1.5","16.0"
"Maximum Demand Met during the day (MW) & time (from NLDC SCADA)","45350","45771","36764","21192","2584","151068"
"","18:55","18:44","18:35","18:44","17:56","18:56"
