"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5092","0","93.5","34.3","0.7","222"
"","Haryana","5817","110","112.9","59.5","1.7","338"
"","Rajasthan","9304","0","199.9","67.3","-1.0","438"
"","Delhi","3666","0","67.8","48.7","-0.9","310"
"","UP","9814","1940","224.5","89.5","1.0","581"
"","Uttarakhand","1794","40","35.4","24.4","3.0","240"
"","HP","1363","19","26.0","20.9","0.7","161"
"","J&K","2011","100","41.2","31.6","3.1","418"
"","Chandigarh","224","0","3.8","3.3","0.6","68"
"WR","Chhattisgarh","2938","6","66.5","14.5","0.8","246"
"","Gujarat","11469","0","244.8","36.5","-0.2","445"
"","MP","8974","3","176.4","97.1","-5.4","221"
"","Maharashtra","17133","206","359.5","115.7","6.1","752"
"","Goa","401","0","7.8","7.3","-0.2","49"
"","DD","250","0","5.9","5.9","0.0","13"
"","DNH","641","0","14.9","14.7","0.2","54"
"","Essar steel","391","0","8.0","7.8","0.6","35"
"SR","Andhra Pradesh","12349","1000","260.0","89.8","3.8","536"
"","Karnataka","8847","300","184.9","21.4","1.2","345"
"","Kerala","3312","150","60.3","24.6","2.1","256"
"","Tamil Nadu","12201","676","255.3","75.6","1.3","326"
"","Pondy","305","0","5.9","6.3","-0.4","33"
"ER","Bihar","2083","700","39.7","36.6","0.5","180"
"","DVC","3999","0","58.9","-23.1","-1.0","500"
"","Jharkhand","1141","0","22.3","11.7","-0.5","130"
"","Odisha","3588","0","72.0","9.5","3.5","400"
"","West Bengal","6400","0","105.3","23.0","4.9","430"
"","Sikkim","103","0","1.9","1.4","0.5","20"
"NER","Arunachal Pradesh","116","3","1.6","1.3","0.3","48"
"","Assam","1050","120","18.9","13.0","1.1","164"
"","Manipur","112","3","1.6","1.8","-0.2","12"
"","Meghalaya","297","3","5.4","3.7","0.3","60"
"","Mizoram","74","1","1.0","1.1","-0.3","28"
"","Nagaland","100","4","1.6","1.6","-0.2","25"
"","Tripura","198","1","3.2","1.1","0.0","27"
