"Share of RES in total generation (%)","6.64","3.50","15.93","0.29","0.11","6.70"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","25.10","7.45","29.47","6.47","16.26","16.60"
