"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5212","0","92.9","37.7","1.5","257"
"","Haryana","5542","0","104.2","35.3","-0.8","282"
"","Rajasthan","8677","0","185.2","79.6","-4.3","114"
"","Delhi","3321","0","58.3","36.8","0.6","387"
"","UP","9356","1830","206.7","74.7","-2.8","297"
"","Uttarakhand","1630","75","31.2","19.5","1.2","169"
"","HP","1363","0","25.0","19.6","0.8","99"
"","J&K","1877","100","39.0","30.0","2.8","342"
"","Chandigarh","199","0","3.5","3.2","0.4","43"
"WR","Chhattisgarh","2621","13","59.3","9.6","-5.7","263"
"","Gujarat","11375","22","238.9","49.6","-5.0","542"
"","MP","9451","26","196.9","120.8","-5.0","320"
"","Maharashtra","16802","274","306.6","112.2","4.0","699"
"","Goa","383","1","7.5","7.2","0.0","26"
"","DD","244","1","5.9","6.2","-0.3","8"
"","DNH","603","2","14.1","14.1","0.0","21"
"","Essar steel","385","1","8.2","8.0","0.2","42"
"SR","Andhra Pradesh","10840","0","247.8","95.7","6.9","558"
"","Karnataka","7870","500","168.3","26.9","2.0","523"
"","Kerala","3169","150","58.6","33.2","2.8","300"
"","Tamil Nadu","11784","632","248.9","70.8","0.0","303"
"","Pondy","287","0","5.7","6.3","-0.6","29"
"ER","Bihar","2059","100","38.4","36.0","-0.2","200"
"","DVC","2624","0","56.2","-11.6","-3.1","280"
"","Jharkhand","982","0","21.4","10.4","-1.0","40"
"","Odisha","3310","0","65.9","13.3","3.8","260"
"","West Bengal","5985","0","104.3","15.5","7.1","380"
"","Sikkim","104","0","1.8","1.4","0.4","21"
"NER","Arunachal Pradesh","112","13","1.6","1.2","0.4","44"
"","Assam","930","198","15.7","10.3","1.0","179"
"","Manipur","117","2","1.6","1.4","0.2","52"
"","Meghalaya","280","6","5.4","3.1","0.4","42"
"","Mizoram","68","1","1.2","1.0","0.0","29"
"","Nagaland","90","10","1.6","1.3","0.1","32"
"","Tripura","157","26","3.5","-0.1","1.2","39"
