"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","210.6","-205.1","67.3","-73.6","2.7","1.9"
"Actual(MU)","200.9","-210.9","73.9","-70.7","3.6","-3.2"
"O/D/U/D(MU)","-9.7","-5.8","6.6","2.9","0.9","-5.2"
