"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5212","0","114.2","53.9","-0.5","137"
"","Haryana","6769","0","119.8","88.3","-0.3","177"
"","Rajasthan","8978","110","196.8","65.2","3.3","448"
"","Delhi","3645","0","72.1","58.4","-1.2","121"
"","UP","15239","0","294.9","110.4","-3.6","384"
"","Uttarakhand","1795","0","35.1","20.5","1.5","179"
"","HP","1296","0","24.9","16.1","1.0","222"
"","J&K","1719","430","35.3","31.2","-3.0","39"
"","Chandigarh","185","0","3.4","3.7","-0.2","11"
"WR","Chhattisgarh","3268","0","72.4","11.2","-0.9","375"
"","Gujarat","13064","23","285.3","73.6","-4.1","380"
"","MP","8839","0","198.8","109.8","-1.9","462"
"","Maharashtra","20306","0","432.0","117.3","2.0","483"
"","Goa","401","1","8.5","7.7","0.3","68"
"","DD","307","0","7.4","6.5","0.4","55"
"","DNH","755","0","17.4","17.7","-0.3","12"
"","Essar steel","658","0","7.0","6.6","0.4","161"
"SR","Andhra Pradesh","7134","0","163.2","17.6","7.0","668"
"","Telangana","7714","0","158.9","78.5","2.1","360"
"","Karnataka","9067","400","205.7","75.4","3.9","831"
"","Kerala","3527","0","66.9","51.0","1.9","245"
"","Tamil Nadu","12588","0","283.8","138.1","0.0","699"
"","Pondy","310","0","6.9","7.1","-0.3","24"
"ER","Bihar","3650","0","67.0","66.2","-0.9","385"
"","DVC","2689","0","63.0","-34.0","-0.1","345"
"","Jharkhand","1151","0","22.8","15.2","-0.1","105"
"","Odisha","3989","0","73.2","15.9","0.3","385"
"","West Bengal","7874","0","137.4","44.7","2.1","456"
"","Sikkim","146","0","1.3","1.4","0.0","20"
"NER","Arunachal Pradesh","98","1","1.9","1.9","0.0","17"
"","Assam","1499","4","24.6","18.5","2.3","165"
"","Manipur","135","0","1.8","1.8","0.0","17"
"","Meghalaya","276","0","5.2","2.2","0.5","66"
"","Mizoram","70","3","1.3","1.3","-0.1","8"
"","Nagaland","114","0","1.5","1.8","-0.3","11"
"","Tripura","240","0","3.7","3.1","-0.2","71"
