"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","2.90","20.00","41.70","64.70","32.20","3.10"
"SR GRID","0.00","2.90","20.00","41.70","64.70","32.20","B. Frequency Profile (%)3.10"
