"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.2","2.5","0.2","89.0","10.8"
"SR GRID","0.0","0.0","2.9","11.3","2.9","93.8","3.3"
