"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5761","0","120.0","54.6","-0.5","101","0.0"
"","Haryana","6178","0","122.9","85.5","1.3","233","0.0"
"","Rajasthan","9040","0","184.6","58.4","0.8","458","0.0"
"","Delhi","3555","0","71.5","59.5","-1.5","68","0.0"
"","UP","14337","0","311.1","124.3","0.1","255","1.7"
"","Uttarakhand","1596","0","29.6","13.5","-0.4","104","0.0"
"","HP","1128","0","21.1","10.4","0.7","118","0.0"
"","J&K","1907","477","36.5","30.9","-2.5","46","8.6"
"","Chandigarh","167","0","3.1","3.9","-0.8","0","0.0"
"WR","Chhattisgarh","3475","0","75.9","26.9","-1.5","138","0.0"
"","Gujarat","11149","0","252.9","66.1","1.2","366","0.0"
"","MP","9682","0","213.5","140.1","-0.7","476","0.0"
"","Maharashtra","16328","0","363.6","122.1","2.0","355","0.0"
"","Goa","460","0","9.2","8.7","0.5","35","0.0"
"","DD","268","0","5.7","5.1","0.6","56","0.0"
"","DNH","704","0","15.5","14.5","1.0","109","0.0"
"","Essar steel","457","0","9.0","9.4","-0.4","136","0.0"
"SR","Andhra Pradesh","7359","0","157.4","61.1","2.9","378","0.0"
"","Telangana","7235","0","156.6","58.0","0.1","320","0.0"
"","Karnataka","6769","0","137.1","52.6","0.8","368","0.0"
"","Kerala","3168","0","60.6","44.2","0.9","215","0.0"
"","Tamil Nadu","12395","0","263.5","127.8","2.5","403","0.0"
"","Pondy","322","0","6.8","7.2","-0.4","21","0.0"
"ER","Bihar","4449","200","78.3","69.2","1.2","385","0.6"
"","DVC","2785","40","63.4","-17.6","2.8","356","0.1"
"","Jharkhand","1109","0","23.5","12.9","0.7","156","0.0"
"","Odisha","4364","0","84.1","40.1","4.2","425","0.0"
"","West Bengal","7143","0","115.7","25.5","3.9","456","0.0"
"","Sikkim","81","0","1.4","1.1","0.3","20","0.0"
"NER","Arunachal Pradesh","106","2","2.3","2.9","-0.7","7","0.0"
"","Assam","1380","122","19.6","18.0","-2.5","141","1.7"
"","Manipur","157","3","2.0","2.8","-0.8","20","0.0"
"","Meghalaya","262","0","4.8","-0.2","-1.6","126","0.0"
"","Mizoram","83","2","1.1","1.4","-0.4","15","0.0"
"","Nagaland","104","2","2.7","2.1","0.2","23","0.0"
"","Tripura","206","9","2.8","3.0","-0.8","90","0.2"
