"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","36620","38371","30590","15142","1623","122346"
"Peak Shortage (MW)","2410","546","6357","640","301","10254"
"Energy Met (MU)","836","892","729","328","28","2813"
"Hydro Gen(MU)","182","64","64","43","9","362"
"Wind Gen(MU)","12","32","46","----------","----------","90"
