"","NR","WR","SR","ER","NER"
"Schedule(MU)","78.1","-52.0","53.1","-85.0","7.5"
"Actual(MU)","78.6","-50.4","52.3","-84.7","2.4"
"O/D/U/D(MU)","0.5","1.6","-0.8","0.3","-5.1"
