"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0","0","0.1","0.2","0.1","62.8","37.1"
"SR GRID","0","0.1","6.5","22.3","6.7","86.8","6.5"
