"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","1.2","1.3","1.2","88.7","10.1"
"SR GRID","0.0","0.0","0.9","2.4","0.9","83.1","16.0"
