"","NR","WR","SR","ER","NER"
"Schedule(MU)","120.5","-89.1","42.8","-77.1","1.6"
"Actual(MU)","102.5","-91.1","42.6","-60.0","4.0"
"O/D/U/D(MU)","-18.0","-2.0","-0.2","17.1","2.4"
