"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 1900 hrs; from RLDCs)","43121","40272","34740","18673","2526","139332"
"Peak Shortage (MW)","512","0","0","0","39","551"
"Energy Met (MU)","867","862","724","362","43","2858"
"Hydro Gen (MU)","140","52","160","80","16","448"
"Wind Gen (MU)","3","45","53","----------","----------","101"
"Solar Gen (MU)*","18.93","20.2","40.15","1.85","0.05","81"
"Energy Shortage (MU)","14.1","0.0","0.0","0.0","1.1","15.2"
"Maximum Demand Met during the day (MW) & time (from NLDC SCADA)","43901","40851","35143","21517","2589","140780"
"","18:45","18:41","18:33","17:51","18:07","18:41"
