"","NR","WR","SR","ER","NER"
"Schedule(MU)","121.6","-112.5","35.1","-50.8","6.9"
"Actual(MU)","128.2","-120.1","34.1","-55.1","9.5"
"O/D/U/D(MU)","6.6","-7.6","-1.0","-4.3","2.6"
