"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","169.5","-247.5","150.4","-73.7","1.0","-0.4"
"Actual(MU)","157.9","-253.5","160.8","-72.9","7.5","-0.2"
"O/D/U/D(MU)","-11.6","-6.0","10.4","0.8","6.5","0.2"
